      	         grab_single	11/11/2015 09:58:52:000000	Entering grab_single
      	         grab_single	11/11/2015 09:58:52:000000	Start aquire
      	         grab_single	11/11/2015 09:58:52:000000	Started capturing frames
      	         grab_single	11/11/2015 09:58:52:000000	Waiting for image (10 miliseconds)
      	         grab_single	11/11/2015 09:58:52:000000	Image retrived
      	         grab_single	11/11/2015 09:58:52:000000	Checking DMA length
      	         grab_single	11/11/2015 09:58:53:000000	DMA length is OK.
      	         grab_single	11/11/2015 09:58:53:000000	Getting frame buffer address
      	         grab_single	11/11/2015 09:58:53:000000	Frame buffer address was successfully retrieved
      	         grab_single	11/11/2015 09:58:53:000000	Stopping frame aquisition
      	         grab_single	11/11/2015 09:58:53:000000	Stopped frame aquisition
      	         grab_single	11/11/2015 09:58:53:000000	Getting actual image size
      	         grab_single	11/11/2015 09:58:53:000000	Got frame size (2560x2160) from grabber.
      	         grab_single	11/11/2015 09:58:53:000000	Allocatting 2560x2160x2 bytes buffer for image.
      	         grab_single	11/11/2015 09:58:53:000000	Allocated 2560x2160x2 bytes buffer for image.
      	         grab_single	11/11/2015 09:58:53:000000	Extracting image from grabber into buffer (Unverifiable)
      	         grab_single	11/11/2015 09:58:53:010000	Retrieving timestamp from frame (Unverifiable)
      	         grab_single	11/11/2015 09:58:53:010000	Image (timestamp img_nr 3759435) successfully extracted from frame grabber

      	         grab_single	11/11/2015 09:58:53:010000	Leaving grab_single
      	                main	11/11/2015 09:58:53:010000	Grabbed new frame successfully
      	                main	11/11/2015 09:58:53:010000	Image inverted
      	         grab_single	11/11/2015 09:58:53:010000	Entering grab_single
      	         grab_single	11/11/2015 09:58:53:010000	Start aquire
      	         grab_single	11/11/2015 09:58:53:010000	Started capturing frames
      	         grab_single	11/11/2015 09:58:53:010000	Waiting for image (10 miliseconds)
      	         grab_single	11/11/2015 09:58:53:010000	Image retrived
      	         grab_single	11/11/2015 09:58:53:010000	Checking DMA length
      	         grab_single	11/11/2015 09:58:53:010000	DMA length is OK.
      	         grab_single	11/11/2015 09:58:53:010000	Getting frame buffer address
      	         grab_single	11/11/2015 09:58:53:010000	Frame buffer address was successfully retrieved
      	         grab_single	11/11/2015 09:58:53:010000	Stopping frame aquisition
      	         grab_single	11/11/2015 09:58:53:010000	Stopped frame aquisition
      	         grab_single	11/11/2015 09:58:53:010000	Getting actual image size
      	         grab_single	11/11/2015 09:58:53:010000	Got frame size (2560x2160) from grabber.
      	         grab_single	11/11/2015 09:58:53:010000	Allocatting 2560x2160x2 bytes buffer for image.
      	         grab_single	11/11/2015 09:58:53:010000	Allocated 2560x2160x2 bytes buffer for image.
      	         grab_single	11/11/2015 09:58:53:010000	Extracting image from grabber into buffer (Unverifiable)
      	         grab_single	11/11/2015 09:58:53:020000	Retrieving timestamp from frame (Unverifiable)
      	         grab_single	11/11/2015 09:58:53:020000	Image (timestamp img_nr 52710580) successfully extracted from frame grabber

      	         grab_single	11/11/2015 09:58:53:020000	Leaving grab_single
      	                main	11/11/2015 09:58:53:020000	Grabbed new frame successfully
      	                main	11/11/2015 09:58:53:030000	Image inverted
      	         grab_single	11/11/2015 09:58:53:030000	Entering grab_single
      	         grab_single	11/11/2015 09:58:53:030000	Start aquire
